frame,person,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,neck_x,lear,rear
101709,0,-141.78,-45.4339,-12.3925,-160.493,22.9487,149.069,8.23199,4.14678,1.70688,6.1655,0.650603,-0.713988,592.857,1,1
286699,0,-135.159,-49.5726,-18.7545,-160.557,23.0525,146.493,8.06734,5.14442,2.50121,5.37039,0.645716,-0.707662,595.654,1,1
337592,0,-135.178,-49.6234,-18.7632,-160.557,23.0416,146.438,8.07423,5.14009,2.5017,5.36578,0.643842,-0.707817,595.662,1,1
430265,0,-138.69,-53.1187,-10.5323,-160.534,23.027,142.509,7.22484,5.08964,2.32664,6.23177,0.643551,-0.708123,595.711,1,1
498870,0,-138.691,-53.1341,-10.535,-160.538,23.0251,142.494,7.22809,5.09127,2.32784,6.23219,0.643496,-0.70806,595.714,1,1
604278,0,-138.717,-53.1988,-9.09573,-152.761,21.7078,139.316,7.21947,5.08061,3.09042,6.21133,0.339613,-0.706508,595.679,1,1
674732,0,-138.701,-49.7242,-9.09189,-152.754,21.7164,143.367,7.21409,5.08259,3.08953,5.35154,0.340543,-0.70666,595.675,1,1
835571,0,-138.244,-53.3085,-18.6219,-152.844,21.727,139.178,9.24717,4.25031,2.58767,6.3404,0.344892,-0.71953,595.692,1,1
941059,0,-138.274,-53.3226,-18.6509,-152.921,21.6987,139.173,9.2433,4.25095,2.58613,6.33421,0.345384,-0.719498,595.689,1,1
1073008,0,-138.207,-53.3153,-18.5969,-152.99,21.7774,139.13,9.25814,4.24647,2.58481,6.34596,0.343424,-0.719578,595.661,1,1
1220675,0,-138.168,-53.2675,-18.591,-153.049,21.8144,139.176,9.25652,4.24466,2.58145,6.34388,0.343723,-0.719711,595.665,1,1
1350539,0,-138.172,-57.8666,-18.5887,-160.666,21.8233,139.035,9.09911,5.14863,2.53373,5.59476,0.626754,-0.705673,595.666,1,1
1465775,0,-138.162,-57.8368,-18.5667,-160.621,21.8371,139.063,9.10169,5.14785,2.53448,5.59368,0.62628,-0.705638,595.667,1,1
1517097,0,-138.174,-53.3437,-18.5445,-152.921,21.8265,139.031,9.27906,4.23617,2.58689,6.35193,0.339139,-0.720043,595.708,1,1
1590260,0,-138.171,-49.9273,-18.5327,-152.898,21.8309,143.003,9.28042,4.23607,2.58789,5.47489,0.338768,-0.720216,595.707,1,1
1673016,0,-138.048,-56.3998,-18.4424,-136.137,21.9634,138.847,9.31931,4.17835,2.5917,7.37514,0.513917,-0.721443,595.672,1,1
1741484,0,-138.057,-56.3929,-18.4449,-136.113,21.9534,138.856,9.31617,4.17794,2.59207,7.37449,0.513962,-0.721432,595.669,1,1
1873649,0,-134.873,-57.9767,-26.0991,-146.468,21.9589,142.806,10.1363,5.14827,2.83587,5.62364,0.794571,-0.706359,595.66,1,1
1972545,0,-134.834,-60.7292,-26.108,-146.558,21.9969,138.811,10.1434,5.14748,2.83382,6.59573,0.793629,-0.70632,595.67,1,1
2096904,0,-134.853,-53.4554,-26.1045,-136.169,21.9934,142.833,10.3416,4.23789,2.8862,6.38758,0.515084,-0.720659,595.673,1,1
2225453,0,-134.853,-53.4083,-26.1163,-136.192,21.9891,142.892,10.3369,4.23892,2.88521,6.38743,0.51603,-0.72056,595.668,1,1
2372473,0,-131.699,-53.4674,-16.4324,-152.908,24.9917,138.881,9.06749,5.06794,3.24324,6.18976,0.32831,-0.71719,595.672,1,1
2546884,0,-131.698,-53.4807,-16.431,-152.912,24.9932,138.866,9.0689,5.06837,3.24372,6.19013,0.328216,-0.717191,595.668,1,1
