,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,lear,rear,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,orientation
2169,179.99599999999998,1000.0,-50.083999999999996,-120.53299999999999,-21.7707,1000.0,True,False,2.0380796786825575,1.3141415666000171,1.2458887124824025,-1.0,0.6877789794976722,10.65029895063117,down
2170,-179.983,1000.0,-50.1198,-109.132,-21.7757,1000.0,True,False,2.0202634831711386,1.0102199582186833,1.2352016712529017,-1.0,0.7963330967761644,10.568059198823148,down
2171,179.97799999999998,1000.0,-50.1132,-116.55799999999999,-21.7953,1000.0,True,False,2.0208909038782013,1.286857660862962,1.2357454321991512,-1.0,0.8886193832205715,10.571597977125155,down
2172,-179.928,1000.0,-55.9634,-117.01899999999999,-23.1016,1000.0,True,False,2.0296044332772594,1.019569176207278,1.0673734216298054,-1.0,0.9017520293753719,10.301185945436957,down
2173,-179.924,1000.0,-55.9664,-117.027,-23.1022,1000.0,True,False,2.0284771891140005,1.0195605187013106,1.067167534559982,-1.0,0.9016628559801859,10.298947654322161,down
2174,-179.86,1000.0,-50.114,-109.198,-21.725,1000.0,True,False,2.0112518470822676,1.011710184332235,1.2339847016468573,-1.0,0.7962716785418857,10.573978391957448,down
2175,-179.863,1000.0,-50.1072,-109.18700000000001,-21.7243,1000.0,True,False,2.011028955197228,1.011471446631918,1.2339880085723547,-1.0,0.7961242451016799,10.574358659535573,down
2176,-179.88099999999997,1000.0,-55.9684,-117.037,-23.0877,1000.0,True,False,1.9952072992802987,1.0047306213539093,1.0510698670078025,-1.0,0.8887308921472199,9.372293364863646,down
2177,-179.84799999999998,1000.0,-55.99100000000001,-117.088,-23.0758,1000.0,True,False,1.9948029931998317,1.0057032922396705,1.0507906884452933,-1.0,0.8893148065578691,9.373504567302634,down
2178,-179.761,1000.0,-56.4176,-124.071,-24.5323,1000.0,True,False,1.6619547730546316,1.2869404681064083,1.0457231682358763,-1.0,1.0306151104239538,9.946599769259889,down
2179,-179.753,1000.0,-50.5142,-117.214,-23.0333,1000.0,True,False,1.6609845246487134,1.286961635885137,1.2186078692607751,-1.0,0.8942432492128355,10.236552293340845,down
2180,-179.79,-89.9626,-56.4985,-124.15299999999999,-24.601,179.394,True,True,1.645125614711529,1.2794234606829724,1.0376161866062334,0.7132299342051515,1.0266185836019348,9.050582988099046,down
2181,-179.791,-89.8933,-56.5144,-124.175,-24.607,179.49,True,True,1.645234186861234,1.2799590577350852,1.0374447844241161,0.7117574412368121,1.0272948603943923,9.051584604756128,down
2182,-179.801,-80.4625,-63.4723,-130.19,-26.3768,-179.951,True,True,1.6420594964660218,1.284154591841493,0.9033925286873294,0.7223194705096969,1.2059045801704984,8.792125267266064,down
2183,-179.798,-89.6449,-63.4406,-130.153,-26.3549,179.891,True,True,1.6441578683236264,1.2834895054783433,0.9038397484676028,0.7060771309994535,1.204679812050958,8.795451511855354,down
2184,-179.722,-89.8917,-63.3611,-130.111,-26.2544,179.42,True,True,1.648082125434727,1.2822366897742934,0.903560931774157,0.7147400742244913,1.2013273043437658,8.813736498377784,down
2185,-179.734,-89.9459,-63.36600000000001,-130.106,-26.261999999999997,179.39,True,True,1.6483805576822474,1.2818420833955773,0.9035492815394394,0.7152517202905583,1.201080886334783,8.813200228282797,down
2186,-179.697,-89.6392,-63.4346,-130.197,-26.2828,179.627,True,True,1.6424684728845367,1.2837190371817635,0.9019614550581355,0.7103961984925614,1.2041625689469628,8.805268911250701,down
2187,-179.703,-89.6519,-63.4558,-130.209,-26.298000000000002,179.61,True,True,1.64137583770421,1.2834107931083583,0.9017279944351446,0.7106484781852583,1.204440678519987,8.805339463075658,down
