,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,lear,rear,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,orientation
0,-141.78,-45.4339,-12.3925,-160.493,22.9487,149.069,True,True,2.4054125914998417,1.2117638495283178,0.49877994099150247,1.8016330969542511,0.19011850227104732,20.483772424740426,center
1,-135.159,-49.5726,-18.7545,-160.55700000000002,23.0525,146.493,True,True,2.3804471384785315,1.5179461603004125,0.7380597885754809,1.5847278529475917,0.19050084013312568,20.673522206907858,center
2,-135.178,-49.6234,-18.7632,-160.55700000000002,23.0416,146.438,True,True,2.3821455189030165,1.5163829785398344,0.7380079421401505,1.5830101811248063,0.18994253704139302,20.67565607858446,center
3,-138.69,-53.1187,-10.5323,-160.534,23.026999999999997,142.509,True,True,2.129360989666353,1.5001161268336194,0.6857360702800351,1.8367066330767365,0.18970439854107593,20.658037318470964,center
4,-138.691,-53.1341,-10.535,-160.53799999999998,23.0251,142.494,True,True,2.130408725810775,1.500556783770024,0.6860452531727473,1.8368126569118888,0.1896753919022679,20.657549467685858,center
5,-138.717,-53.1988,-9.09573,-152.761,21.7078,139.316,True,True,2.131901245271462,1.5002022455432076,0.9125068949304935,1.8342991066999712,0.10028729236489449,20.837522073698317,center
6,-138.701,-49.7242,-9.09189,-152.754,21.7164,143.36700000000002,True,True,2.130059334554049,1.5005888055661674,0.9121719819953903,1.580045904425446,0.10054107868066932,20.837753316553755,center
7,-138.244,-53.3085,-18.6219,-152.844,21.726999999999997,139.178,True,True,2.683152663408486,1.2332458363348486,0.7508088466830899,1.8397058194256983,0.1000780797750031,20.87154606236547,center
8,-138.274,-53.3226,-18.6509,-152.921,21.6987,139.173,True,True,2.6818218975394315,1.2333620737999094,0.7503382186734326,1.8377811410773996,0.10021174120854341,20.86509611286539,center
9,-138.207,-53.3153,-18.5969,-152.99,21.7774,139.13,True,True,2.6853600370985364,1.23179465737765,0.7497514526670016,1.8406846688091902,0.09961913810581638,20.8577970968229,center
10,-138.168,-53.2675,-18.590999999999998,-153.049,21.8144,139.17600000000002,True,True,2.6849705732003226,1.2312962458883798,0.7487930978700433,1.8399902679967632,0.09971050310056735,20.862777315718535,center
11,-138.172,-57.8666,-18.5887,-160.666,21.8233,139.035,True,True,2.6920495013638495,1.5232602826862751,0.7496599894343046,1.6551812663741348,0.18541157698403277,20.875349457160414,center
