frame,person,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,neck_x,lear,rear
9512616,0,167.368,1000,-31.0908,-135.051,-19.7435,1000,7.86344,4.58195,3.11355,-1,0.737328,-0.531572,968.383,1,0
9556405,0,167.385,1000,-31.0935,-135.02,-19.7326,1000,7.86892,4.57831,3.11318,-1,0.736332,-0.531645,968.386,1,0
9588889,0,166.118,1000,-26.9638,-135.14,-19.6707,1000,6.12655,5.60754,3.86749,-1,0.707806,-0.510133,968.39,1,0
9654718,0,159.86,1000,-26.9713,-135.162,-23.1072,1000,6.55316,5.60541,3.86612,-1,0.707024,-0.510174,968.389,1,0
9762959,0,166.241,1000,-19.3863,-151.618,-16.173,1000,5.98914,5.47895,3.38287,-1,0.445614,-0.526415,968.366,1,0
9809451,0,166.241,1000,-19.3868,-151.594,-16.1733,1000,5.99116,5.47914,3.3844,-1,0.445289,-0.526392,968.363,1,0
9897202,0,167.674,1000,-22.5405,-151.428,-16.0908,1000,7.68262,4.46102,2.62548,-1,0.458278,-0.548337,968.396,1,0
10049020,0,168.778,1000,-22.5565,-151.45,-15.1626,1000,9.21185,4.46788,2.62742,-1,0.459972,-0.548297,968.4,1,0
10085046,0,174.367,1000,-22.4516,-151.112,-11.5278,1000,9.1842,4.56434,2.69795,-1,0.465783,-0.531966,968.418,1,0
10239376,0,174.336,1000,-22.4736,-151.173,-11.5561,1000,8.96794,4.46064,2.63452,-1,0.455817,-0.548331,968.442,1,0
10316216,0,168.937,1000,-22.4523,-151.14,-15.026,1000,9.21391,4.45991,2.63473,-1,0.45556,-0.548555,968.435,1,0
10383186,0,168.922,1000,-22.4669,-151.166,-15.0415,1000,9.21254,4.46408,2.63525,-1,0.456821,-0.548502,968.42,1,0
10555322,0,179.835,1000,-30.9339,-134.211,-11.4519,1000,8.89263,4.44766,3.06238,-1,0.708655,-0.548734,968.498,1,0
10707802,0,179.84,1000,-30.9251,-134.208,-11.4444,1000,8.89254,4.44656,3.06148,-1,0.708388,-0.548717,968.509,1,0
10877802,0,-179.893,1000,-26.9069,-134.19,-11.3217,1000,7.01288,5.45543,3.81452,-1,0.682313,-0.52702,968.517,1,0
11049359,0,-179.872,1000,-26.8965,-134.159,-11.3055,1000,7.01373,5.45541,3.81549,-1,0.682301,-0.527043,968.513,1,0
11103451,0,-179.907,1000,-26.9242,-134.157,-11.3412,1000,6.89864,5.37584,3.75684,-1,0.675261,-0.518764,971.234,1,0
11138874,0,-179.936,1000,-26.9422,-134.243,-11.3658,1000,6.89552,5.38178,3.7554,-1,0.677605,-0.51866,971.231,1,0
11261256,0,-173.765,1000,-33.6953,-109.386,-11.2363,1000,7.27556,4.38827,4.49358,-1,0.874714,-0.540079,971.274,1,0
11355584,0,-173.77,1000,-33.6902,-109.381,-11.2373,1000,7.2751,4.3886,4.4936,-1,0.875438,-0.540068,971.271,1,0
11462118,0,-173.681,1000,-33.701,-109.348,-11.201,1000,7.26916,4.39114,4.49833,-1,0.878208,-0.540303,971.274,1,0
