frame,person,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,neck_x,lear,rear
12296786,0,1000,-13.1836,-89.6218,-145.93,1000,176.381,-1,0.824653,0.373473,16.1272,1.19116,-0.802191,994.807,0,1
12440919,0,1000,-13.1701,-89.5302,-145.947,1000,176.388,-1,0.826141,0.373513,16.1196,1.19026,-0.802088,994.81,0,1
12590620,0,1000,-13.1899,-89.6438,-135.785,1000,176.143,-1,0.42619,0.40072,17.2533,0.819667,-0.831575,994.888,0,1
12731776,0,1000,-13.2019,-89.613,-135.784,1000,176.132,-1,0.426378,0.400326,17.2463,0.819221,-0.831559,994.888,0,1
12858135,0,1000,-14.2936,-64.7394,-135.816,1000,175.805,-1,0.857033,0.467462,14.2067,0.781644,-0.794339,994.932,0,1
12973295,0,1000,-14.3113,-64.8277,-135.812,1000,175.793,-1,0.856013,0.468117,14.2104,0.782237,-0.79442,994.931,0,1
13044706,0,1000,-18.4023,-64.7259,-135.907,1000,172.051,-1,0.861095,0.46792,14.8044,0.783922,-0.794265,994.996,0,1
13134406,0,1000,-18.4208,-89.588,-146.255,1000,172.542,-1,0.851448,0.379309,14.6353,1.21965,-0.785164,994.989,0,1
13200676,0,1000,-14.3072,-89.371,-146.314,1000,176.077,-1,0.869169,0.38505,14.1821,1.23705,-0.793304,997.708,0,1
13309780,0,1000,-14.3058,-89.3742,-146.332,1000,176.078,-1,0.870117,0.386041,14.1807,1.23795,-0.793214,997.711,0,1
13405382,0,1000,-14.3511,-71.8915,-146.36,1000,176.051,-1,1.51441,0.8794,13.477,1.1807,-0.754495,997.732,0,1
13457148,0,1000,-14.3534,-64.2163,-146.364,1000,176.049,-1,1.44276,0.457428,13.5429,1.18664,-0.758233,997.733,0,1
13521258,0,1000,-15.5096,-63.8359,-153.026,1000,176.113,-1,2.10246,0.430088,10.9986,1.69653,-0.718426,997.802,0,1
13604030,0,1000,-15.5074,-63.8704,-153.028,1000,176.114,-1,2.10165,0.429849,11.0014,1.6969,-0.718435,997.796,0,1
13720297,0,1000,-15.468,-47.2601,-157.591,1000,176.407,-1,2.90032,0.170172,10.4205,2.29581,-0.680111,997.845,0,1
13881151,0,1000,-15.4751,-89.2819,-157.602,1000,176.399,-1,2.07028,0.340459,10.8811,2.3973,-0.7104,997.844,0,1
