,Unnamed: 0,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,lear,rear,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,orientation
12,12,-134.937,-53.359,-33.6949,-124.284,13.1638,147.76,True,True,2.15246564604056,1.4221580139744827,1.1288343402290406,2.16842787219545,0.2818227380443838,16.787500762799766,up
13,13,-131.282,-53.4129,-33.673,-135.062,17.142,143.065,True,True,2.4709725075075326,1.4824955946408376,1.1271007142657312,2.174963638305393,0.17853159780405606,17.936604847547894,up
14,14,-131.297,-53.3987,-39.4773,-124.375,13.2635,147.671,True,True,2.4698501517932856,1.483557292434734,1.3103257479061643,2.1745069260459067,0.2813660989885521,16.79603166301379,up
15,15,-131.181,-53.338,-33.5861,-124.18,17.2475,147.82,True,True,2.4715546402027986,1.4220068702309383,1.1262149807648774,2.1783359624298604,0.2841182127228942,17.956018571490322,up
16,16,-131.16899999999998,-53.3515,-33.5807,-124.211,17.2602,147.793,True,True,2.470730662347796,1.4231505594780622,1.126806802724544,2.1786390076097244,0.2838356321809863,17.959194839733232,up
17,17,-131.22799999999998,-53.2965,-33.6105,-124.109,17.1732,147.895,True,True,2.466679284190504,1.421984596568939,1.127823468238367,2.1746484544444296,0.2844408666400546,17.936150169468238,up
18,18,-131.232,-53.3094,-33.6223,-124.156,17.1682,147.874,True,True,2.4665726660666225,1.4220708557713369,1.1280118889617743,2.175627691924344,0.28416145189750713,17.93746388054086,up
19,19,-127.121,-53.308,-33.5823,-124.253,18.527,147.858,True,True,2.1864017734059784,1.4120445068345846,1.1169464393017436,2.1600678257093384,0.2819807813691386,16.49742790741126,up
20,20,-127.129,-53.3316,-26.757,-135.10399999999998,22.5072,143.167,True,True,2.187888802761247,1.4134811653995825,0.9732641363655852,2.159247072992759,0.1780269938619343,17.64432746374855,up
21,21,-134.714,-57.827,-33.767,-124.333,13.2617,144.684,True,True,2.13062112983652,1.4117300233541663,1.1188875869469146,1.9283481663826298,0.2824572214858308,16.676988603168603,up
22,22,-130.534,-57.7982,-33.7728,-124.277,14.241,144.732,True,True,1.858185596057412,1.4115862110753772,1.1189746898400836,1.9262875461389708,0.2828466772367609,16.67131591624041,up
23,23,-130.636,-58.1007,-33.7853,-135.099,14.2004,139.512,True,True,1.865215462918083,1.475136219502334,1.1206580955122007,1.9354296660405559,0.17854784951122704,16.66092457636532,up
24,24,-130.631,-58.0979,-33.7856,-135.102,14.2054,139.52200000000002,True,True,1.865437914833136,1.4739333666588301,1.1206074230041896,1.9344949317458295,0.1782485148689805,16.66193919357325,up
25,25,-122.298,-61.1101,-38.4525,-135.025,21.6528,142.869,True,True,1.9362565738982904,1.4093799960617266,0.8920065537019852,2.281072307832128,0.38379167760633415,16.453398523649867,up
26,26,-122.319,-61.1309,-38.4658,-135.054,21.6361,142.849,True,True,1.9358678200237809,1.4106590721475163,0.8921678813689835,2.28089003557012,0.38400542261290205,16.451104291892094,up
27,27,-126.988,-66.0878,-38.7555,-135.30700000000002,19.9784,139.444,True,True,2.1682343224992207,1.4087669927421833,0.8822715077311498,2.0964545686336407,0.392154890501732,16.42448883811929,up
28,28,-127.032,-66.1511,-38.7804,-135.32,19.9444,139.357,True,True,2.170013949719422,1.4077342030661184,0.8819816906777241,2.0991899191441417,0.39192178715949455,16.421527070180257,up
29,29,-134.965,-73.3687,-52.6743,-143.247,16.8459,134.82299999999998,True,True,2.1489708265065617,1.09365414667027,0.545882876855849,2.3564316874225337,0.5370862077235506,15.131091632943127,up
30,30,-134.988,-71.4619,-52.6899,-143.054,16.7926,139.382,True,True,2.139537008796458,1.0897971787672869,0.5454134668794263,1.9513629301029072,0.5375430077663409,15.105354444186366,up
31,31,-135.064,-69.6002,-55.6097,-157.79399999999995,23.6025,143.016,True,True,2.1344180437154283,1.0946780837137793,0.2926892474041452,1.5781559154175646,0.6218787649993929,14.944174349016198,up
32,32,-135.065,-67.0891,-55.6122,-157.792,23.5983,147.691,True,True,2.1345001994848944,1.0946819579819096,0.2928209282359444,1.2666639311145924,0.6219323796777916,14.944861532245874,up
33,33,-135.065,-75.8418,-53.3131,-149.19799999999995,16.7697,144.377,True,True,2.1438278106897206,1.399773629692482,0.5398462169765105,1.4726197885890615,0.7314555057246621,14.9748680979581,up
34,34,-135.066,-75.8428,-53.3117,-149.19899999999996,16.7683,144.375,True,True,2.1437184822490383,1.3997853295522582,0.5397856199511639,1.472586254788426,0.7313656602029772,14.97444394922312,up
35,35,-142.871,-71.5164,-62.5874,-149.42700000000005,11.5981,156.157,True,True,2.1720217169071545,1.1031429119982112,0.4360038576754283,0.8834370311411338,0.7294396936237791,14.96594412600891,up
36,36,-142.90200000000004,-74.0157,-52.8721,-143.895,10.6015,146.08700000000005,True,True,2.1740130523671306,1.1041810904689509,0.540616372799818,1.157719395720914,0.5441215372957429,15.068131629804055,up
37,37,-144.30100000000004,-81.3806,-30.9888,-146.319,9.82106,128.77700000000002,True,True,1.6426362656278848,1.400708838583527,0.7325187458522712,1.1024142928700928,0.2804290429126789,15.410027814293375,up
38,38,-144.345,-81.3485,-30.997,-146.33700000000005,9.7879,128.89,True,True,1.6393890411655418,1.4009645910142683,0.7315957588547943,1.098197238678838,0.2810643036944717,15.396756919830176,up
39,39,-147.64700000000005,-83.4532,-18.5434,-117.611,12.2716,106.475,True,True,1.9424373760689857,1.081319553899178,0.8730650212017318,1.7982528980791357,0.11041304237296806,15.865201553777121,up
40,40,-147.665,-83.5053,-18.5316,-117.507,12.2621,106.363,True,True,1.9429936090703424,1.0805676538627715,0.8729618425400977,1.8039840175915909,0.11039189058647336,15.866123957088721,up
41,41,-139.48,-78.8393,-23.0693,-91.9616,12.4125,106.38,True,True,1.8764659989524213,1.0772422078813646,1.2362342466728775,2.279315862409159,0.1904758137926464,15.912252523634482,up
42,42,-139.481,-79.7654,-23.0727,-91.9735,12.4088,104.579,True,True,1.87777709432572,1.078021560525337,1.237038638068472,2.694610201772345,0.19052955386317408,15.917192592780955,up
43,43,-135.009,-71.4685,-18.204,-116.654,21.1301,119.754,True,True,2.1557461858991567,1.0777729082951102,0.8780117169792421,1.9948684599407351,0.10890057342768407,16.86650128438582,up
44,44,-135.032,-73.1583,-18.2187,-116.619,21.1115,116.731,True,True,2.1547677794424613,1.0768096218611138,0.8777564416785169,2.3731720512722023,0.1087643604420371,16.867505976207855,up
45,45,-130.559,-65.5661,-18.2573,-108.588,22.839,126.776,True,True,1.902273067453945,1.1042328629604603,0.8833347742158637,3.1970727443521705,0.21578169984567586,18.017250334198707,up
46,46,-130.47799999999998,-59.262,-11.7115,-117.34,28.6292,131.047,True,True,1.9014542627055195,0.8234806313398636,0.5771349379242746,2.9791366104844705,0.11037475156802662,17.792814147071727,up
47,47,-130.455,-63.2462,-11.7071,-117.356,28.6406,127.159,True,True,1.9007384715848377,0.8238365166712267,0.5772644940815729,2.7574358264891576,0.11037464187448673,17.792569573140202,up
48,48,-134.895,-63.4258,-18.6512,-134.565,30.8192,131.113,True,True,2.1759965244314934,0.5775934123110934,0.22904037657118295,2.7473453346388137,0.1741250025631004,17.544610767085658,up
49,49,-130.719,-63.4134,-14.4243,-134.532,30.8087,131.125,True,True,1.898146094659081,0.8096044423028725,0.3781604401293837,2.746027614453625,0.17403389652397458,17.544213895396243,up
50,50,-142.764,-68.0811,-26.3874,-145.8,26.4768,131.122,True,True,2.2210362532694057,0.5849571317547283,0.12176979780688316,2.5632064404355157,0.2813801597199148,18.791889564501137,up
51,51,-138.72,-68.1088,-33.2519,-135.364,24.5209,127.103,True,True,2.494361478383232,0.5649302712262652,0.2896632714973595,2.564210175180412,0.17963555762105932,18.895269375056497,up
52,52,-139.437,-77.0899,-19.4393,-165.425,26.3324,127.288,True,True,1.8994259788921235,1.075593127380274,0.22351267600580388,1.8641663719354362,0.3732726673945214,17.4923501740196,up
53,53,-139.46,-77.0828,-19.3991,-165.365,26.325,127.285,True,True,1.914861229040484,1.082379133513811,0.22539076013038076,1.8764670260895653,0.3750635837851919,17.614851228343642,up
54,54,-135.132,-69.3843,-43.8087,-165.39700000000005,28.7466,134.918,True,True,2.1666415515986515,0.8243636379944886,0.18336707978390893,1.622610739510614,0.3687719474941355,17.398225095078462,up
55,55,-135.157,-69.3977,-43.7763,-165.40200000000004,28.7276,134.899,True,True,2.166619427025005,0.8241425108083181,0.18330851928069397,1.6222721925942214,0.3684233141726651,17.394197227639538,up
56,56,-135.066,-69.7016,-44.0096,-168.372,28.7641,138.464,True,True,2.1743920638012177,1.1099807207364312,0.1849094876631172,1.613504382233251,0.5613008825971598,17.416232571012678,up
57,57,-131.399,-69.6699,-54.9217,-168.41,28.7795,138.485,True,True,2.4872854129827533,1.1732781451013514,0.2895864406345325,1.6140617872427758,0.561924891724958,17.427107665103424,up
58,58,-130.845,-71.306,-44.5699,-154.031,24.0006,135.08700000000002,True,True,1.893656758473721,1.1077505353702997,0.3948679556539173,1.9710799033771875,0.4363600480552497,16.34926503391534,up
59,59,-130.79399999999998,-71.3135,-44.517,-154.061,24.0422,135.08100000000002,True,True,1.895098473612888,1.1098635191176274,0.3954890868060627,1.9711367805757736,0.4364374498910134,16.350081841910438,up
60,60,-144.16899999999995,-69.1692,-33.724000000000004,-165.765,16.8064,135.296,True,True,1.6231093569571842,1.1036878767530895,0.2896292444335892,1.5979084245171231,0.3734324934759718,16.320632851089368,up
61,61,-144.168,-69.1688,-33.7221,-165.764,16.8068,135.296,True,True,1.6232011048993058,1.1036991057030467,0.2896623189659098,1.5980438525987009,0.3734514495444576,16.32039581542279,up
62,62,-129.923,-63.3617,-36.3539,-166.145,18.5336,138.695,True,True,1.3459808570331198,1.4922767539876924,0.5509309901894122,1.749476518961096,0.3662157640780728,16.562513629761913,up
63,63,-129.995,-63.3261,-36.337,-166.07,18.4723,138.718,True,True,1.343042518014706,1.4877541326360586,0.5497870614598395,1.7482689602722643,0.3651888358417061,16.543559937530354,up
64,64,-128.69899999999998,-49.7783,-30.8403,-161.829,12.6349,145.866,True,True,0.9000343062203447,1.4838030895690213,0.7424107794116859,1.8580374064710992,0.21596443485913205,16.556764965894708,up
65,65,-128.498,-49.8467,-38.3398,-161.868,6.92202,145.804,True,True,0.9103545156966558,1.5884758109025783,0.8885646394843959,1.8602726077324696,0.21602125527439786,16.57644278981517,up
66,66,-134.727,-57.9216,-44.935,-165.445,11.6421,142.115,True,True,1.5703571049760632,1.5671412030022154,0.6911699092874324,1.9563888139685115,0.3655975235872919,16.23092095480535,up
67,67,-134.681,-60.745,-44.9164,-153.409,11.6718,142.137,True,True,1.5818603862916378,1.4769670970661866,0.696626162663562,2.3252050025681568,0.4321527519973067,16.344910887463847,up
68,68,-144.208,-63.1455,-56.2289,-161.696,12.7193,148.994,True,True,1.6021237798847203,1.4106393416780565,0.2825551012832364,1.7558693068702669,0.8644331113670712,14.881445613178641,up
69,69,-144.2,-63.1629,-56.2224,-161.701,12.7148,148.98,True,True,1.6034336081808465,1.4105013030467186,0.2828182446880195,1.7557777726927168,0.864183021492008,14.883162472763141,up
70,70,-130.591,-63.4189,-62.9746,-161.34799999999996,20.6237,148.976,True,True,1.870689039197499,1.4894855148563808,0.43907120135277583,1.7626347348480074,0.8704354290363989,15.988857681207323,up
71,71,-130.596,-63.465,-62.9715,-161.392,20.6168,148.925,True,True,1.8725249983471868,1.4912373914856598,0.4397908006285807,1.7644271536313805,0.8700724827470552,15.995279897067109,up
72,72,-121.925,-63.4361,-44.9509,-149.218,24.1963,150.81,True,True,1.943726239879572,1.7920227226494296,0.6915405529110284,1.7677325816754204,0.746550154603527,17.20652691321862,up
73,73,-121.901,-63.4181,-44.9294,-149.21,24.2287,150.82399999999996,True,True,1.9440176900465789,1.791869179600901,0.6911710368396479,1.7677568909050208,0.7466241786854916,17.211615952826552,up
74,74,-104.432,-58.912,-18.846,-146.579,36.8921,138.60299999999998,True,True,1.5038849127749518,1.7600629962902905,0.8604061094400329,2.973425395315963,0.2891327229317579,19.70500743466065,up
75,75,-104.44,-58.9442,-18.8332,-146.649,36.8893,138.566,True,True,1.5042289567426108,1.7613861178702017,0.8603067630823483,2.9746424203591726,0.2892543523088135,19.70882733405039,up
76,76,-104.201,-52.1976,-30.9548,-135.192,35.7959,148.891,True,True,1.4994397368300634,1.389636028757518,0.7346526090736623,2.8464375073088704,0.391418260210803,18.51166576248609,up
77,77,-104.203,-52.2033,-30.9762,-135.197,35.793,148.889,True,True,1.4999003655795928,1.3896712554786086,0.7341080290226422,2.8461530883594164,0.39187590632213937,18.509106246885732,up
78,78,-110.378,-52.2994,-33.6867,-153.554,45.0182,147.504,True,True,1.6120976168442904,1.0935692320208277,0.2903234827530148,2.846069282866916,0.4453143711356927,19.876876324540373,up
79,79,-110.38,-52.2865,-44.4883,-143.615,40.0312,151.216,True,True,1.6113600004067952,1.0936378893468162,0.3965435206537239,2.8446351282292586,0.5491402652808502,18.629823184234642,up
80,80,-123.496,-56.0452,-55.9076,-153.304,36.8656,153.49,True,True,2.516075405010329,1.3894728894903112,0.2850949732517728,2.555288224468012,0.968622651798404,17.627664724401125,up
81,81,-123.488,-56.0633,-55.8413,-153.33700000000005,36.8918,153.467,True,True,2.517391829326164,1.3893922332401007,0.2845013808807365,2.5558061011198605,0.9680780361704924,17.637027799375968,up
82,82,-114.092,-52.1286,-52.7351,-141.351,35.5767,157.215,True,True,2.113577858908428,1.3836684542339672,0.5394829082811295,2.8194860617720754,0.8775063158187026,15.139596635939705,up
83,83,-119.004,-53.0871,-62.4801,-141.327,35.499,159.75,True,True,2.2957083839365686,1.0725091944300795,0.43388159725290654,2.1881300425445827,0.8770375553900505,15.136836421709113,up
84,84,-110.384,-56.3278,-22.0744,-153.216,37.1282,145.02,True,True,1.6106931494259833,1.75436575192708,0.6300766406863525,2.5504967669774787,0.4352300331507912,18.436035226185343,up
85,85,-110.404,-56.3386,-22.0609,-153.192,37.1092,145.00799999999995,True,True,1.6096303817090782,1.752954780136675,0.6291891958079825,2.5511823513521064,0.4352999240065959,18.433045318326545,up
86,86,-96.1171,-48.3833,-30.9682,-127.544,49.3112,155.36,True,True,2.198179567055844,1.4081946254338964,0.7288291928053118,3.1423509851688363,0.5361831139160556,17.445235673082994,up
87,87,-96.117,-45.265,-26.7628,-124.596,45.1542,153.407,True,True,2.196353975062288,1.3871189451335184,0.9511355871014794,2.79901340041959,0.2924252790281389,17.296227625363837,up
88,88,-94.0767,-45.0432,-70.1535,-146.494,79.2622,161.475,True,True,4.22117626689147,1.1029281459644764,0.2194863278193696,3.481487549406117,1.1168770008530884,18.132810712104302,up
89,89,-94.0751,-45.0443,-70.1543,-146.493,79.2657,161.47299999999996,True,True,4.222101879849158,1.1029536347620696,0.21944427589966872,3.4819207601173123,1.1168882766871409,18.13340896815259,up
90,90,-94.9403,-45.1001,-45.2635,-153.465,73.0974,160.156,True,True,3.167064899398489,1.4010366840246784,0.1756188072201906,2.7857203174418794,0.9678820194513906,19.358351089313327,up
91,91,-94.9405,-45.1021,-45.2553,-153.472,73.0932,160.15200000000004,True,True,3.1661981527852143,1.401018830585325,0.17591673145465303,2.7857414126472797,0.9669168223261052,19.35919009299178,up
92,92,-99.5507,-45.1052,-44.9302,-153.369,67.9284,160.205,True,True,3.2046884546055865,1.4076796009149133,0.17755348315855055,2.779512112919251,0.9675899279485798,19.09919598541804,up
93,93,-105.104,-45.1007,-44.8914,-153.35299999999995,60.9552,160.213,True,True,2.8274126612638604,1.4078519932338682,0.17741125754247994,2.777611411547869,0.96776197581358,19.099967494761266,up
94,94,-105.186,-45.0633,-70.3667,-146.237,63.014,163.97799999999995,True,True,2.829889625799681,1.100050997480405,0.22392939121126168,2.7749434634863186,1.1212410666047268,16.93572733262983,up
95,95,-108.3,-45.0688,-74.7647,-146.251,57.7722,163.97299999999996,True,True,3.4374010930341234,1.0806199346198813,0.36663974049905707,2.7734320917845783,1.121756336694893,16.9373225864267,up
96,96,-116.426,-48.3696,-56.408,-141.64700000000005,45.077,159.036,True,True,2.720571391065535,1.0967230895064306,0.28513513056385753,3.124733169581533,0.8953977628443488,16.958658312464664,up
97,97,-116.412,-48.3588,-56.4959,-141.622,45.1036,159.042,True,True,2.7213231441158183,1.0936324964340147,0.2848719405208192,3.1275411847868724,0.8949993057396389,16.95162898726349,up
98,98,-105.391,-48.3517,-52.8176,-129.109,49.4838,161.379,True,True,2.829126970302829,1.0880850044934458,0.5341456888107974,3.1331450854765683,0.8784966349600596,15.859746420385143,up
99,99,-105.403,-48.3696,-52.7913,-129.108,49.4508,161.36,True,True,2.8284395070392385,1.087998556055097,0.5347000254962271,3.1337701956646478,0.8776723709221825,15.865469675894964,up
100,100,-100.336,-51.9499,-38.6319,-121.731,45.4289,158.093,True,True,2.725863292780601,1.4147095940912322,0.8715522392992747,2.846470643123201,0.7353470399044012,16.789668626927543,up
101,101,-100.34,-51.9502,-38.6409,-121.728,45.4428,158.094,True,True,2.727459863572007,1.4147027516964334,0.8714801498012941,2.8461592465187504,0.7353358223944301,16.78820289026012,up
102,102,-95.1021,-51.3594,-38.7255,-127.353,52.9834,151.404,True,True,3.152596431623063,1.3984209550596138,0.8820324897261668,3.5866512796517123,0.5496815340562355,16.571592914615294,up
103,103,-99.5549,-51.3726,-44.7356,-127.358,52.9842,151.382,True,True,3.216133404031849,1.086543989481696,0.6967453352966169,3.583341163575522,0.5486520971774048,16.571797079998696,up
104,104,-95.9798,-51.3271,-22.3181,-135.144,53.1952,147.732,True,True,2.259442403795525,1.434164306512049,0.6332278861343729,3.6336471590381167,0.4072306145522441,18.866872298685614,up
105,105,-95.475,-51.32100000000001,-22.3299,-135.136,56.1166,147.736,True,True,2.682425255609732,1.4329007890925936,0.6325365932985232,3.631350391190659,0.4071817081260741,18.86540955893929,up
106,106,-95.3672,-51.3177,-36.4724,-127.797,57.9444,151.33700000000005,True,True,2.713892956632796,1.1332888485437882,0.550628544897911,3.655672892699132,0.5566888423012986,19.238104954728843,up
107,107,-95.3433,-51.3135,-36.4667,-127.793,57.97,151.346,True,True,2.71365351711151,1.1323248831444321,0.5506007402802353,3.6571583981230336,0.5564803680072002,19.240034959123328,up
108,108,-95.3463,-51.3873,-27.06,-135.433,60.7778,147.694,True,True,2.6997341049267076,1.1236272703098182,0.4432795756666565,3.6485114409416175,0.4110919561002421,19.063198819116188,up
109,109,-95.3338,-51.3849,-27.0536,-135.421,60.8002,147.702,True,True,2.7007177407903717,1.122674752606875,0.44258268854929866,3.649855875602512,0.4113185091095924,19.064858496046075,up
110,110,-101.232,-54.7847,-36.5708,-135.635,49.677,145.112,True,True,2.301581262325381,1.0911218547695936,0.5467245748712017,3.3140939774710234,0.3975146381629857,17.589069334455303,up
111,111,-101.218,-54.8438,-27.0589,-135.24200000000002,53.1369,145.183,True,True,2.304286008543807,1.1117712040060344,0.4441317450279463,3.3239030006582184,0.40338345443516255,18.75614635726546,up
112,112,-100.39,-61.12,-38.7662,-135.7,45.4528,138.64700000000002,True,True,2.7729236154312806,1.4308745234192368,0.8837688251009824,3.502546819138085,0.4028618748305992,18.770368974818982,up
113,113,-100.397,-61.1333,-38.7622,-135.71,45.4442,138.629,True,True,2.773663878018812,1.4296940661428252,0.8830633886072287,3.503131565497516,0.40271739321225697,18.773452584382184,up
114,114,-106.673,-61.2176,-45.0678,-135.914,41.03,138.575,True,True,2.4438751280704363,1.1225029098644068,0.700549166046897,3.5250620823083434,0.4065239212178293,20.185281674355195,up
115,115,-105.248,-61.2109,-45.0664,-135.901,45.2598,138.577,True,True,2.890515809536681,1.1234421209741499,0.7009875759923813,3.5255133783003814,0.4065890508557465,20.184479913047536,up
116,116,-114.005,-65.3701,-45.2943,-153.338,40.4986,135.311,True,True,2.16465682688262,1.1180080077857681,0.4031561027743287,3.244840182459797,0.4508035949846765,20.027794464250203,up
117,117,-114.012,-65.3775,-45.3053,-153.32299999999995,40.4934,135.30700000000002,True,True,2.163837461568048,1.1179470432890164,0.4031102425827289,3.2442437366569115,0.4508954521869074,20.03022947133638,up
118,118,-119.276,-69.9828,-62.7309,-153.532,35.2728,141.149,True,True,2.353732789885462,1.445541209025229,0.443085389116759,3.03664950710242,0.984002715518466,20.02088048104943,up
119,119,-119.315,-68.2793,-62.7521,-161.36700000000005,35.2111,141.119,True,True,2.3529227149167045,1.507884493160306,0.44403362409679137,2.5903423978563214,0.8765031997748947,20.016622917048508,up
120,120,-126.845,-73.1335,-63.1165,-158.555,26.8179,135.155,True,True,2.229755549590116,1.1933618874801295,0.4390975695376508,2.4375298103330687,0.6526685139488441,20.05908919610959,up
121,121,-126.852,-78.1822,-63.114,-161.667,26.8016,135.14700000000002,True,True,2.230445582480676,1.5079788158343106,0.43934234355156176,2.3308671285349902,0.8833344372399554,20.062170392243935,up
122,122,-123.924,-78.2314,-68.09100000000001,-162.016,26.7159,135.071,True,True,2.5871224850620016,1.6094754603998214,0.6262118910268843,2.318392455508664,0.8817640352575427,18.763864637939264,up
123,123,-126.921,-78.2249,-68.0713,-162.016,21.1213,135.07,True,True,2.235697080056479,1.610666517826043,0.6265056021722109,2.319744537849819,0.8817549317441077,18.762351288848027,up
124,124,-130.995,-78.1759,-75.4911,-170.87,26.7363,131.921,True,True,2.492584361311357,1.2959320824654061,0.3745006440188848,2.299807246051353,0.8183480205776442,18.749932606456696,up
125,125,-130.997,-78.1761,-75.5077,-170.88299999999995,26.7506,131.915,True,True,2.493035283337835,1.2969605766128656,0.3742968497941603,2.2998015770387283,0.8191468013989579,18.751559939086555,up
126,126,-134.736,-77.1156,-75.2938,-179.915,20.8544,131.792,True,True,2.181317499154712,1.4515947585900824,0.376908280488216,1.9031585766531705,0.7976633965926123,18.761487264261753,up
127,127,-134.756,-77.1061,-75.296,-179.882,20.8205,131.817,True,True,2.1810451107829976,1.4501562009581337,0.3768989530849948,1.9011153568183683,0.7977247047162732,18.755854621809707,up
128,128,-134.797,-71.6315,-75.2257,-179.873,20.7697,134.968,True,True,2.181070680763417,1.4543245383539285,0.3772821113113011,2.0029696606765808,0.7995537662163267,18.744906906751872,up
129,129,-134.792,-71.6263,-75.2197,-179.86700000000005,20.7745,134.97299999999998,True,True,2.1824026368906533,1.453167058999659,0.37733467552513206,2.00397129000119,0.7986293666403318,18.741442559353285,up
130,130,-127.192,-78.4713,-67.9444,-170.982,20.7467,131.671,True,True,2.228419255740705,1.768755050146508,0.6283538290759402,2.297203002336305,0.8170160468808436,18.86620016005575,up
131,131,-131.188,-78.4743,-77.7641,-170.976,20.7416,131.67,True,True,2.4926463575201567,1.4582217991150066,0.5644390312537136,2.2967120481430086,0.8170705260929448,18.86932742302746,up
132,132,-130.636,-77.1242,-63.6005,-179.87599999999995,20.8133,131.825,True,True,1.9268232589587573,1.7768181749623038,0.44419292921412734,1.911443542934415,0.8037079211525601,20.260471537421328,up
133,133,-127.151,-78.3657,-67.9939,-170.94,20.74,131.785,True,True,2.2394126867728685,1.7813016398046655,0.6332376104514823,2.3111210792650323,0.8240972987169618,20.26867793414781,up
134,134,-131.03799999999998,-78.4616,-67.8208,-171.014,18.7645,131.664,True,True,2.5024801654074915,1.7893480292844075,0.6352291491658162,2.31703339358396,0.8238769326796729,20.291329863070697,up
135,135,-131.048,-78.471,-67.8656,-171.04,18.7599,131.648,True,True,2.5025582676407834,1.7888520961369958,0.6352434920791799,2.318018536098192,0.8238015490529231,20.294255406470295,up
136,136,-134.545,-71.7081,-74.8715,-179.93200000000004,20.8707,134.736,True,True,2.193672170719289,1.46646170573606,0.3836127732517592,2.029898838322351,0.7956959687236641,20.273020840486513,up
137,137,-126.847,-71.6765,-63.2062,-179.918,26.5655,134.763,True,True,2.2385980170052835,1.7812825195269144,0.4485450946630229,2.0301284654939655,0.7956447073756279,20.268485440958848,up
138,138,-126.812,-71.6238,-63.1177,-179.87099999999995,26.5874,134.803,True,True,2.240855590304508,1.7846670925004746,0.4496784885415137,2.032118581270941,0.7959060112815609,20.195798058510093,up
139,139,-126.822,-71.6281,-63.1415,-179.866,26.5825,134.795,True,True,2.257592261811186,1.7950394771323863,0.4523036075557889,2.0480467441324133,0.8016546144008729,20.34119971277922,up
140,140,-126.91,-71.6886,-67.6132,-179.88099999999997,20.7642,134.77100000000002,True,True,2.252825202250322,1.989870297647424,0.6444560187491082,2.0417580336498333,0.8010100613960138,20.372973443996454,up
141,141,-126.92,-71.7404,-59.1906,-179.891,18.7853,131.666,True,True,2.2528901682278435,1.9946807184222253,0.7476491255665878,2.0447899288760945,0.5765668205543748,20.44691676956433,up
142,142,-134.643,-71.6565,-63.5258,-179.835,18.782,131.74200000000002,True,True,2.2085966685888136,1.4745549276577994,0.4499765176137521,2.036707118892854,0.5741294008177956,20.411451300062907,up
143,143,-134.656,-71.6508,-63.4976,-179.833,18.7657,131.744,True,True,2.2065823466967327,1.4743904931653922,0.4501043890803741,2.0367777125407995,0.5733613331061661,20.41310357128815,up
144,144,-131.14600000000002,-78.3971,-67.7733,-170.91099999999997,18.6036,131.738,True,True,2.481862892731001,1.7778301315816674,0.6323964827208731,2.302678120675054,0.8184332305674262,18.848210553903023,up
