,Unnamed: 0,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,lear,rear,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,orientation
0,0,-131.314,-53.2734,-33.6218,-124.108,17.1313,147.922,True,True,2.450175787857816,1.4097780238036381,1.11788735438327,2.1506802390462303,0.2817780238036344,16.692904530466535,up
1,1,-134.97,-49.6676,-33.611999999999995,-124.055,13.1829,153.14700000000005,True,True,2.135045080435856,1.408677380507552,1.1196068489138853,1.8368591135392824,0.2804280041000571,15.579302192419943,up
2,2,-134.968,-54.4579,-33.607,-124.043,13.1874,150.099,True,True,2.136324562931541,1.407433130104385,1.1186258921245582,1.6149978515797605,0.2804188005705553,15.576470622688436,up
3,3,-134.95600000000002,-58.0285,-33.5963,-124.212,13.1963,144.333,True,True,2.152550157986909,1.4212559769387303,1.128375236090664,1.9434133207248852,0.2812825639891496,16.753354035593464,up
4,4,-134.95600000000002,-58.0254,-33.5965,-124.209,13.195,144.34,True,True,2.137674345975358,1.4115563690713535,1.1206862878263728,1.9298152648667168,0.2794097973672364,15.577543260807015,up
5,5,-131.34799999999998,-58.0813,-39.4853,-124.336,13.1471,144.276,True,True,2.454606218986415,1.4820121308874894,1.3102127328560949,1.9432921403440968,0.28118516635483365,16.766882039066978,up
6,6,-131.351,-58.0846,-39.4881,-124.345,13.146,144.259,True,True,2.454400237943314,1.4832819806238808,1.3101559825203173,1.9442715019663332,0.2813580284260893,16.767498427692964,up
7,7,-131.336,-58.024,-39.5663,-124.413,13.1516,144.373,True,True,2.457598391328216,1.4812895024506243,1.3088915112566328,1.9421956666531064,0.2819274089402253,16.760452250818588,up
8,8,-131.338,-58.0599,-39.5544,-124.4,13.1609,144.31,True,True,2.4594988382261658,1.4813632182914482,1.3096473393599828,1.943856390010267,0.2814513402344885,16.763200549618183,up
9,9,-131.305,-54.6323,-33.7178,-134.988,17.0671,144.46,True,True,2.461048539517801,1.482043045389474,1.1268160852619546,1.6312736894559026,0.1794403184102867,17.91266170559506,up
10,10,-131.28,-58.0281,-33.7129,-135.064,17.0981,139.584,True,True,2.4607186344752563,1.483438433414515,1.1265619555876465,1.945592389286933,0.17944761945925894,17.920808758396614,up
11,11,-131.312,-53.3845,-39.4834,-124.312,13.2168,147.71,True,True,2.4656040627852582,1.4834318025208608,1.3117275202973968,2.173190827330356,0.28165370718348465,16.7940238686727,up
