angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,neck_x,lear,rear,orientation
1000.0,-24.0001,1000.0,-152.935,1000.0,176.222,-1.0,-1.0,-1.0,6.57033,2.98651,-0.572374,1038.83,0,1,right
1000.0,-23.9815,1000.0,-146.425,1000.0,179.701,-1.0,-1.0,-1.0,6.61204,3.43387,-0.555166,1038.84,0,1,right
1000.0,-23.9169,1000.0,-146.279,1000.0,179.811,-1.0,-1.0,-1.0,6.55058,3.40816,-0.549141,1036.01,0,1,right
1000.0,-23.937,1000.0,-146.285,1000.0,179.799,-1.0,-1.0,-1.0,6.54927,3.40833,-0.549186,1036.01,0,1,right
1000.0,-28.9079,1000.0,-135.115,1000.0,175.724,-1.0,-1.0,-1.0,7.56879,2.29716,-0.607205,1033.07,0,1,right
1000.0,-28.89,1000.0,-135.102,1000.0,175.746,-1.0,-1.0,-1.0,7.56748,2.29814,-0.607187,1033.08,0,1,right
1000.0,-21.8114,1000.0,-135.073,1000.0,175.834,-1.0,-1.0,-1.0,8.47561,1.36339,-0.624546,1030.1,0,1,right
1000.0,-21.805,1000.0,-135.068,1000.0,175.846,-1.0,-1.0,-1.0,8.47905,1.36518,-0.624346,1030.09,0,1,right
1000.0,-21.6405,1000.0,-134.597,1000.0,175.851,-1.0,-1.0,-1.0,8.54537,1.33309,-0.62544,1027.16,0,1,right
1000.0,-21.6475,1000.0,-134.614,1000.0,175.84,-1.0,-1.0,-1.0,8.55078,1.33353,-0.625336,1027.15,0,1,right
1000.0,-19.9036,1000.0,-123.985,1000.0,175.828,-1.0,-1.0,-1.0,10.1629,0.992335,-0.633213,1024.21,0,1,right
1000.0,-19.8924,1000.0,-123.986,1000.0,175.831,-1.0,-1.0,-1.0,10.1646,0.991651,-0.633141,1024.2,0,1,right
1000.0,-14.0664,1000.0,-124.253,1000.0,179.874,-1.0,-1.0,-1.0,11.2045,0.948961,-0.601588,1021.43,0,1,right
1000.0,-14.1083,1000.0,-134.508,1000.0,176.114,-1.0,-1.0,-1.0,11.1801,0.61118,-0.623535,1021.43,0,1,right
1000.0,-18.496,1000.0,-124.248,1000.0,175.892,-1.0,-1.0,-1.0,11.6089,0.958461,-0.621083,1021.33,0,1,right
1000.0,-18.4943,1000.0,-124.274,1000.0,175.887,-1.0,-1.0,-1.0,11.6114,0.958222,-0.621038,1021.33,0,1,right
1000.0,-19.9082,1000.0,-134.692,1000.0,175.999,-1.0,-1.0,-1.0,9.87582,1.29034,-0.613364,1021.24,0,1,right
1000.0,-19.8983,1000.0,-134.677,1000.0,176.008,-1.0,-1.0,-1.0,9.87549,1.2899,-0.613361,1021.24,0,1,right
1000.0,-19.9245,1000.0,-135.282,1000.0,176.039,-1.0,-1.0,-1.0,9.89878,1.32737,-0.619016,1021.18,0,1,right
1000.0,-19.8857,1000.0,-135.231,1000.0,176.088,-1.0,-1.0,-1.0,9.89944,1.32922,-0.618909,1021.18,0,1,right
1000.0,-21.8013,1000.0,-148.745,1000.0,176.284,-1.0,-1.0,-1.0,7.88778,2.31371,-0.582923,1018.44,0,1,right
1000.0,-21.831,1000.0,-148.77,1000.0,176.251,-1.0,-1.0,-1.0,7.89208,2.31347,-0.582976,1018.46,0,1,right
1000.0,-23.8593,1000.0,-153.136,1000.0,176.238,-1.0,-1.0,-1.0,6.54553,2.97781,-0.572961,1018.33,0,1,right
1000.0,-23.8771,1000.0,-153.136,1000.0,176.225,-1.0,-1.0,-1.0,6.54748,2.97788,-0.572996,1018.33,0,1,right
1000.0,-23.7954,1000.0,-148.835,1000.0,176.133,-1.0,-1.0,-1.0,6.84383,2.41303,-0.598334,1018.22,0,1,right
1000.0,-23.7826,1000.0,-148.828,1000.0,176.144,-1.0,-1.0,-1.0,6.84478,2.41312,-0.598277,1018.21,0,1,right
1000.0,-23.9352,1000.0,-152.868,1000.0,176.304,-1.0,-1.0,-1.0,6.56222,2.99058,-0.572592,1015.41,0,1,right
1000.0,-28.8225,1000.0,-146.012,1000.0,176.31,-1.0,-1.0,-1.0,7.0704,3.41368,-0.567252,1015.42,0,1,right
1000.0,-29.044,1000.0,-141.354,1000.0,175.865,-1.0,-1.0,-1.0,7.38099,2.83822,-0.593405,1015.35,0,1,right
1000.0,-28.9983,1000.0,-141.343,1000.0,175.903,-1.0,-1.0,-1.0,7.37848,2.83872,-0.593323,1015.35,0,1,right
1000.0,-28.9813,1000.0,-135.231,1000.0,175.598,-1.0,-1.0,-1.0,7.637,2.30784,-0.614283,1012.43,0,1,right
1000.0,-28.9781,1000.0,-135.242,1000.0,175.598,-1.0,-1.0,-1.0,7.63767,2.3083,-0.614223,1012.43,0,1,right
1000.0,-21.8173,1000.0,-135.004,1000.0,175.799,-1.0,-1.0,-1.0,8.46618,1.35332,-0.625452,1006.64,0,1,right
1000.0,-21.8062,1000.0,-134.988,1000.0,175.814,-1.0,-1.0,-1.0,8.46456,1.35349,-0.625429,1006.63,0,1,right
1000.0,-21.7184,1000.0,-123.903,1000.0,175.341,-1.0,-1.0,-1.0,8.82764,0.997879,-0.648336,1000.86,0,1,right
1000.0,-21.7401,1000.0,-123.875,1000.0,175.334,-1.0,-1.0,-1.0,8.82819,0.998876,-0.648365,1000.87,0,1,right
1000.0,-9.5409,1000.0,-134.411,1000.0,-179.901,-1.0,-1.0,-1.0,11.0222,0.607795,-0.61126,997.975,0,1,right
1000.0,-9.54441,1000.0,-134.419,1000.0,-179.903,-1.0,-1.0,-1.0,11.0252,0.608296,-0.611164,997.969,0,1,right
1000.0,-8.85624,1000.0,-117.779,1000.0,-179.925,-1.0,-1.0,-1.0,13.1294,0.4048,-0.625131,997.873,0,1,right
1000.0,-8.85673,1000.0,-117.818,1000.0,-179.933,-1.0,-1.0,-1.0,13.1259,0.404283,-0.625275,997.876,0,1,right
1000.0,-8.87168,1000.0,-134.618,1000.0,-179.98,-1.0,-1.0,-1.0,12.7175,0.600066,-0.60563,997.783,0,1,right
1000.0,-8.87372,1000.0,-134.612,1000.0,-179.979,-1.0,-1.0,-1.0,12.7173,0.600342,-0.605591,997.782,0,1,right
1000.0,-8.79755,1000.0,-134.508,1000.0,-179.886,-1.0,-1.0,-1.0,12.6977,0.601472,-0.605744,997.732,0,1,right
1000.0,-8.77031,1000.0,-134.482,1000.0,-179.868,-1.0,-1.0,-1.0,12.5607,0.593627,-0.599008,995.027,0,1,right
1000.0,-13.911,1000.0,-124.807,1000.0,179.973,-1.0,-1.0,-1.0,11.3136,0.965575,-0.6078,994.942,0,1,right
1000.0,-13.9067,1000.0,-124.799,1000.0,179.977,-1.0,-1.0,-1.0,11.3116,0.965311,-0.607823,994.941,0,1,right
1000.0,-15.2672,1000.0,-143.59,1000.0,179.88,-1.0,-1.0,-1.0,9.13167,1.75959,-0.579192,994.829,0,1,right
1000.0,-15.2607,1000.0,-143.593,1000.0,179.881,-1.0,-1.0,-1.0,9.13173,1.75876,-0.579229,994.836,0,1,right
1000.0,-16.7371,1000.0,-153.394,1000.0,179.88,-1.0,-1.0,-1.0,7.30592,2.95426,-0.550097,994.741,0,1,right
1000.0,-18.3228,1000.0,-153.384,1000.0,179.873,-1.0,-1.0,-1.0,6.2431,3.00627,-0.560152,994.741,0,1,right
1000.0,-16.8801,1000.0,-149.266,1000.0,179.823,-1.0,-1.0,-1.0,7.53773,2.35943,-0.569538,991.901,0,1,right
1000.0,-16.9202,1000.0,-149.258,1000.0,179.801,-1.0,-1.0,-1.0,7.53721,2.36032,-0.569639,991.893,0,1,right
1000.0,-29.129,1000.0,-141.359,1000.0,175.783,-1.0,-1.0,-1.0,7.39607,2.8364,-0.59371,991.834,0,1,right
1000.0,-29.1204,1000.0,-141.364,1000.0,175.789,-1.0,-1.0,-1.0,7.39494,2.83656,-0.593674,991.831,0,1,right
1000.0,-24.1149,1000.0,-143.011,1000.0,175.555,-1.0,-1.0,-1.0,7.13118,1.84505,-0.622659,988.965,0,1,right
1000.0,-24.0849,1000.0,-143.025,1000.0,175.578,-1.0,-1.0,-1.0,7.12967,1.84602,-0.622501,988.965,0,1,right
1000.0,-22.0351,1000.0,-134.786,1000.0,175.41,-1.0,-1.0,-1.0,8.74224,1.34658,-0.641446,986.129,0,1,right
1000.0,-22.0223,1000.0,-134.827,1000.0,175.402,-1.0,-1.0,-1.0,8.75405,1.34676,-0.641162,986.137,0,1,right
1000.0,-20.1934,1000.0,-124.175,1000.0,175.428,-1.0,-1.0,-1.0,10.4186,0.999387,-0.64916,983.122,0,1,right
1000.0,-20.1955,1000.0,-124.182,1000.0,175.424,-1.0,-1.0,-1.0,10.4196,0.999308,-0.649124,983.119,0,1,right
1000.0,-18.4545,-90.3578,-135.063,1000.0,171.982,-1.0,1.49162,2.71739,12.066,0.621483,-0.644008,980.173,0,1,right
1000.0,-14.387,-90.3508,-135.041,1000.0,175.718,-1.0,1.50152,2.73378,11.6009,0.622349,-0.64536,980.168,0,1,right
1000.0,-14.3468,1000.0,-134.95,1000.0,175.771,-1.0,-1.0,-1.0,11.4777,0.61671,-0.638698,977.324,0,1,right
1000.0,-14.3412,1000.0,-134.955,1000.0,175.773,-1.0,-1.0,-1.0,11.4772,0.616318,-0.63874,977.328,0,1,right
1000.0,-13.2186,1000.0,-124.413,1000.0,179.645,-1.0,-1.0,-1.0,12.8584,0.928487,-0.597786,974.477,0,1,right
1000.0,-13.1922,1000.0,-124.39,1000.0,179.669,-1.0,-1.0,-1.0,12.8585,0.928257,-0.597719,974.474,0,1,right
1000.0,-19.9554,1000.0,-152.703,1000.0,172.508,-1.0,-1.0,-1.0,9.48311,1.35686,-0.611289,974.432,0,1,right
1000.0,-19.9476,1000.0,-146.223,1000.0,172.029,-1.0,-1.0,-1.0,9.90473,0.962065,-0.638597,974.422,0,1,right
1000.0,-19.954,1000.0,-143.595,1000.0,176.067,-1.0,-1.0,-1.0,9.5572,1.73743,-0.598923,974.359,0,1,right
1000.0,-18.4452,1000.0,-135.894,1000.0,176.074,-1.0,-1.0,-1.0,11.2688,1.28122,-0.60796,974.352,0,1,right
1000.0,-23.9214,1000.0,-161.1,1000.0,172.488,-1.0,-1.0,-1.0,6.56492,2.64786,-0.594811,974.295,0,1,right
1000.0,-23.9358,1000.0,-161.128,1000.0,172.473,-1.0,-1.0,-1.0,6.56426,2.64977,-0.594803,974.297,0,1,right
1000.0,-23.9469,1000.0,-161.159,1000.0,172.474,-1.0,-1.0,-1.0,6.55789,2.65718,-0.594628,974.232,0,1,right
1000.0,-23.8202,1000.0,-161.089,1000.0,172.577,-1.0,-1.0,-1.0,6.56603,2.65912,-0.594381,974.247,0,1,right
1000.0,-21.9573,1000.0,-157.963,1000.0,172.492,-1.0,-1.0,-1.0,7.85489,2.01132,-0.605008,971.489,0,1,right
1000.0,-21.9577,1000.0,-157.962,1000.0,172.492,-1.0,-1.0,-1.0,7.85474,2.01116,-0.605013,971.49,0,1,right
1000.0,-24.2272,-128.773,-157.933,1000.0,171.777,-1.0,0.684472,2.87332,6.86502,2.05129,-0.62325,971.436,0,1,right
1000.0,-24.224,-128.848,-157.932,1000.0,171.78,-1.0,0.679856,2.86782,6.86598,2.05185,-0.623217,971.437,0,1,right
1000.0,-29.0458,1000.0,-149.111,1000.0,171.817,-1.0,-1.0,-1.0,7.41827,2.36843,-0.617867,971.424,0,1,right
1000.0,-29.1407,-125.447,-149.138,1000.0,171.744,-1.0,1.07587,5.02602,7.41614,2.36763,-0.618115,971.418,0,1,right
1000.0,-31.7461,-116.429,-143.131,1000.0,170.456,-1.0,0.744872,3.3329,6.82351,1.85714,-0.667336,971.36,0,1,right
1000.0,-31.7879,-123.314,-148.813,1000.0,171.137,-1.0,0.711284,3.66146,6.52343,2.39062,-0.637301,971.358,0,1,right
1000.0,-29.1421,-116.356,-143.091,1000.0,171.046,-1.0,0.730441,3.26416,7.87348,1.82044,-0.654645,971.347,0,1,right
1000.0,-29.1194,-108.476,-135.335,1000.0,170.313,-1.0,0.757562,3.01975,8.23017,1.37952,-0.685327,971.336,0,1,right
1000.0,-29.1562,-108.497,-135.336,1000.0,170.279,-1.0,0.760997,3.02926,8.22997,1.37867,-0.685434,971.328,0,1,right
1000.0,-26.7175,-108.376,-135.233,1000.0,171.057,-1.0,0.747261,2.97344,9.44088,1.35415,-0.671164,971.308,0,1,right
1000.0,-26.7114,-108.373,-135.239,1000.0,171.061,-1.0,0.747737,2.97409,9.44178,1.35434,-0.671104,971.308,0,1,right
1000.0,-26.702,-104.439,-124.628,1000.0,170.374,-1.0,0.159486,1.31169,9.87167,1.03624,-0.70018,971.307,0,1,right
1000.0,-26.6648,-104.342,-124.605,1000.0,170.413,-1.0,0.160906,1.31423,9.87171,1.03674,-0.700065,971.309,0,1,right
1000.0,-34.8817,-117.144,-134.833,1000.0,163.008,-1.0,0.356718,0.377908,11.0155,1.32936,-0.681453,971.287,0,1,right
1000.0,-34.8917,-116.824,-134.886,1000.0,162.985,-1.0,0.357157,0.380502,11.0174,1.32859,-0.681426,971.292,0,1,right
1000.0,-31.0225,-104.361,-134.687,1000.0,166.984,-1.0,0.357114,1.25881,10.1759,1.34241,-0.684565,971.245,0,1,right
1000.0,-31.0433,-104.348,-134.71,1000.0,166.964,-1.0,0.357771,1.25744,10.1734,1.34234,-0.684591,971.249,0,1,right
1000.0,-32.4972,-108.989,-124.522,1000.0,163.005,-1.0,0.0817959,0.748725,12.7633,1.00265,-0.694308,971.25,0,1,right
1000.0,-32.533,-108.865,-124.558,1000.0,162.966,-1.0,0.0827325,0.751347,12.7624,1.00223,-0.694397,971.25,0,1,right
1000.0,-28.8661,-116.942,-124.588,1000.0,166.871,-1.0,0.161499,0.381487,11.9045,1.0111,-0.697804,971.237,0,1,right
1000.0,-28.8862,-108.947,-124.61,1000.0,166.849,-1.0,0.0845082,0.746578,11.9047,1.01087,-0.697844,971.239,0,1,right
1000.0,-30.4095,-117.054,-124.658,1000.0,164.058,-1.0,0.155799,0.358081,13.7986,0.960058,-0.686564,968.533,0,1,right
1000.0,-32.5247,-117.112,-124.616,1000.0,162.968,-1.0,0.15913,0.364046,12.4635,0.978615,-0.699952,968.536,0,1,right
1000.0,-30.3721,-116.646,-124.691,1000.0,164.096,-1.0,0.157302,0.373046,14.1322,0.984172,-0.680467,971.242,0,1,right
1000.0,-30.3663,-108.659,-124.691,1000.0,164.105,-1.0,0.0850665,0.729216,14.1312,0.98473,-0.68042,971.24,0,1,right
1000.0,-26.8725,-116.501,-124.632,1000.0,167.751,-1.0,0.159437,0.374186,13.2906,0.990758,-0.683739,971.24,0,1,right
1000.0,-26.8707,-108.539,-124.662,1000.0,167.75,-1.0,0.0865088,0.731957,13.287,0.990617,-0.683772,971.24,0,1,right
1000.0,-26.7583,-92.4449,-124.608,1000.0,167.86,-1.0,0.367667,0.30081,13.2934,0.991467,-0.683449,971.251,0,1,right
1000.0,-26.7749,-92.4639,-124.629,1000.0,167.841,-1.0,0.36679,0.302089,13.2919,0.991069,-0.683514,971.253,0,1,right
1000.0,-26.7913,-92.1638,-124.631,1000.0,167.856,-1.0,0.373248,0.299775,13.2864,0.995075,-0.683511,971.269,0,1,right
1000.0,-32.4525,-108.473,-127.359,1000.0,167.82,-1.0,0.36858,0.711765,12.2585,1.79685,-0.664518,971.273,0,1,right
1000.0,-32.5096,-116.998,-127.341,1000.0,167.78,-1.0,0.572045,0.362091,12.2508,1.79705,-0.664723,971.282,0,1,right
1000.0,-32.5213,-117.041,-127.347,1000.0,167.766,-1.0,0.571002,0.362812,12.2551,1.79706,-0.664691,971.291,0,1,right
1000.0,-28.8589,-108.656,-135.133,1000.0,167.749,-1.0,0.299716,0.721634,11.5303,1.33566,-0.674871,971.3,0,1,right
1000.0,-28.8053,-108.36,-135.085,1000.0,167.806,-1.0,0.302836,0.725648,11.5276,1.33616,-0.674721,971.3,0,1,right
1000.0,-32.5208,-116.511,-127.283,1000.0,167.779,-1.0,0.576292,0.360953,12.2595,1.79827,-0.66459,971.311,0,1,right
1000.0,-32.5102,-116.696,-127.287,1000.0,167.792,-1.0,0.578821,0.358291,12.2564,1.79878,-0.664567,971.312,0,1,right
